cell,init,arm,n_pos,R,cell_median_R,pooled_descriptive_median_R
libero_goal_t5_vs_t2,1,RAND,256,0.19219155462881024,0.1331744563158861,0.18020413913340322
libero_goal_t5_vs_t2,1,LOC,512,0.7474612909043261,0.7474612909043261,0.7732458939775065
libero_goal_t5_vs_t2,1,RAND,512,0.7474612909043261,0.7474612909043261,0.7732458939775065
libero_goal_t5_vs_t2,2,LOC,4,-0.0014094740824396924,0.0007820208969872829,0.0016333555509041912
libero_goal_t5_vs_t2,2,RAND,4,-2.1800226046660033e-05,8.744389153732413e-05,0.00011898447711440095
libero_goal_t5_vs_t2,2,LOC,8,-0.004363484592023632,-0.0007678249840877452,0.004266180166097809
libero_goal_t5_vs_t2,2,RAND,8,0.001561274202906427,0.001561274202906427,0.0011299765445429199
libero_goal_t5_vs_t2,2,LOC,16,-0.0038424602933730878,-0.0018249288855435653,0.005613640435539619
libero_goal_t5_vs_t2,2,RAND,16,0.005624596209638107,0.0033249833425567673,0.0007504291551753025
libero_goal_t5_vs_t2,2,LOC,32,-0.005798839413414593,0.007950934697263717,0.010097458406011315
libero_goal_t5_vs_t2,2,RAND,32,0.02823471643883716,0.0062356722106012225,0.008974087541989327
libero_goal_t5_vs_t2,2,LOC,64,-0.003017321755341998,0.01577459434563132,0.018408005189508227
libero_goal_t5_vs_t2,2,RAND,64,-0.0024429515954364155,0.0016263588665439447,0.011327657846378257
libero_goal_t5_vs_t2,2,LOC,128,0.007297966456518129,0.029407672109392314,0.043358237285080065
libero_goal_t5_vs_t2,2,RAND,128,0.015973548680246082,0.015973548680246082,0.07885590549799881
libero_goal_t5_vs_t2,2,LOC,256,0.12711141372803259,0.10320150494541996,0.08185923987198931
libero_goal_t5_vs_t2,2,RAND,256,0.1331744563158861,0.1331744563158861,0.18020413913340322
libero_goal_t5_vs_t2,2,LOC,512,0.7529291823238936,0.7474612909043261,0.7732458939775065
libero_goal_t5_vs_t2,2,RAND,512,0.7529291823238936,0.7474612909043261,0.7732458939775065
libero_goal_t6_vs_t9,0,LOC,4,-0.0010763619221845896,0.0010061985346119585,0.0016333555509041912
libero_goal_t6_vs_t9,0,RAND,4,0.03645088467744463,4.414017790485552e-05,0.00011898447711440095
libero_goal_t6_vs_t9,0,LOC,8,-0.005024333647717724,-0.000616367732045753,0.004266180166097809
libero_goal_t6_vs_t9,0,RAND,8,0.001591366994524837,0.001356734559321184,0.0011299765445429199
libero_goal_t6_vs_t9,0,LOC,16,-0.006883150263776455,-0.005374400651943979,0.005613640435539619
libero_goal_t6_vs_t9,0,RAND,16,0.0009985776100739521,0.0009985776100739521,0.0007504291551753025
libero_goal_t6_vs_t9,0,LOC,32,-0.007463222595510471,0.01283670452573767,0.010097458406011315
libero_goal_t6_vs_t9,0,RAND,32,-0.006237421234891215,-0.006027589890888577,0.008974087541989327
libero_goal_t6_vs_t9,0,LOC,64,-0.00019286278172733537,0.020712630814352744,0.018408005189508227
libero_goal_t6_vs_t9,0,RAND,64,0.09390285542942525,0.0112320837500275,0.011327657846378257
libero_goal_t6_vs_t9,0,LOC,128,0.020251716432498117,0.03500058777740568,0.043358237285080065
libero_goal_t6_vs_t9,0,RAND,128,0.14215046723054442,0.08299752434198075,0.07885590549799881
libero_goal_t6_vs_t9,0,LOC,256,0.015290223849416558,0.015290223849416558,0.08185923987198931
libero_goal_t6_vs_t9,0,RAND,256,0.45287701519240897,0.06744358249629842,0.18020413913340322
libero_goal_t6_vs_t9,0,LOC,512,0.8291820474493958,0.8291820474493958,0.7732458939775065
libero_goal_t6_vs_t9,0,RAND,512,0.8291820474493958,0.8291820474493958,0.7732458939775065
libero_goal_t6_vs_t9,1,LOC,4,0.0010061985346119585,0.0010061985346119585,0.0016333555509041912
libero_goal_t6_vs_t9,1,RAND,4,4.414017790485552e-05,4.414017790485552e-05,0.00011898447711440095
libero_goal_t6_vs_t9,1,LOC,8,-0.000616367732045753,-0.000616367732045753,0.004266180166097809
libero_goal_t6_vs_t9,1,RAND,8,-0.007011619428795465,0.001356734559321184,0.0011299765445429199
libero_goal_t6_vs_t9,1,LOC,16,-0.005374400651943979,-0.005374400651943979,0.005613640435539619
libero_goal_t6_vs_t9,1,RAND,16,0.004263491664194865,0.0009985776100739521,0.0007504291551753025
libero_goal_t6_vs_t9,1,LOC,32,0.01283670452573767,0.01283670452573767,0.010097458406011315
libero_goal_t6_vs_t9,1,RAND,32,-0.006027589890888577,-0.006027589890888577,0.008974087541989327
libero_goal_t6_vs_t9,1,LOC,64,0.020712630814352744,0.020712630814352744,0.018408005189508227
libero_goal_t6_vs_t9,1,RAND,64,0.001935739810820524,0.0112320837500275,0.011327657846378257
libero_goal_t6_vs_t9,1,LOC,128,0.03500058777740568,0.03500058777740568,0.043358237285080065
libero_goal_t6_vs_t9,1,RAND,128,-0.07672897780552816,0.08299752434198075,0.07885590549799881
libero_goal_t6_vs_t9,1,LOC,256,-0.05807937938384625,0.015290223849416558,0.08185923987198931
libero_goal_t6_vs_t9,1,RAND,256,0.06744358249629842,0.06744358249629842,0.18020413913340322
libero_goal_t6_vs_t9,1,LOC,512,0.7457203627316763,0.8291820474493958,0.7732458939775065
libero_goal_t6_vs_t9,1,RAND,512,0.7457203627316763,0.8291820474493958,0.7732458939775065
libero_goal_t6_vs_t9,2,LOC,4,0.018077322694184803,0.0010061985346119585,0.0016333555509041912
libero_goal_t6_vs_t9,2,RAND,4,-0.008998389078763823,4.414017790485552e-05,0.00011898447711440095
libero_goal_t6_vs_t9,2,LOC,8,0.03393348148697832,-0.000616367732045753,0.004266180166097809
libero_goal_t6_vs_t9,2,RAND,8,0.001356734559321184,0.001356734559321184,0.0011299765445429199
libero_goal_t6_vs_t9,2,LOC,16,0.04067530062588729,-0.005374400651943979,0.005613640435539619
libero_goal_t6_vs_t9,2,RAND,16,-0.04738586005916789,0.0009985776100739521,0.0007504291551753025
libero_goal_t6_vs_t9,2,LOC,32,0.05451695674420744,0.01283670452573767,0.010097458406011315
libero_goal_t6_vs_t9,2,RAND,32,0.2627676857430015,-0.006027589890888577,0.008974087541989327
libero_goal_t6_vs_t9,2,LOC,64,0.05669924428067589,0.020712630814352744,0.018408005189508227
libero_goal_t6_vs_t9,2,RAND,64,0.0112320837500275,0.0112320837500275,0.011327657846378257
libero_goal_t6_vs_t9,2,LOC,128,0.08609300603023445,0.03500058777740568,0.043358237285080065
libero_goal_t6_vs_t9,2,RAND,128,0.08299752434198075,0.08299752434198075,0.07885590549799881
libero_goal_t6_vs_t9,2,LOC,256,0.395525824799344,0.015290223849416558,0.08185923987198931
libero_goal_t6_vs_t9,2,RAND,256,0.05724162023887644,0.06744358249629842,0.18020413913340322
libero_goal_t6_vs_t9,2,LOC,512,0.8429647624762386,0.8291820474493958,0.7732458939775065
libero_goal_t6_vs_t9,2,RAND,512,0.8429647624762386,0.8291820474493958,0.7732458939775065
libero_goal_t9_vs_t6,0,LOC,4,0.006480240511984248,0.002027489943184289,0.0016333555509041912
libero_goal_t9_vs_t6,0,RAND,4,0.06907415623474847,0.00011052539058990743,0.00011898447711440095
libero_goal_t9_vs_t6,0,LOC,8,0.007412595436509124,0.001848392171450857,0.004266180166097809
libero_goal_t9_vs_t6,0,RAND,8,0.005374467170467707,0.0010982599884440758,0.0011299765445429199
libero_goal_t9_vs_t6,0,LOC,16,0.005701262713826727,0.005701262713826727,0.005613640435539619
libero_goal_t9_vs_t6,0,RAND,16,0.0011080236678454888,0.001661656086611681,0.0007504291551753025
libero_goal_t9_vs_t6,0,LOC,32,0.007208006164189944,0.007208006164189944,0.010097458406011315
libero_goal_t9_vs_t6,0,RAND,32,-0.4154302317766451,0.018144733831171635,0.008974087541989327
libero_goal_t9_vs_t6,0,LOC,64,0.04892436146211947,0.04892436146211947,0.018408005189508227
libero_goal_t9_vs_t6,0,RAND,64,0.034817027991620654,0.034817027991620654,0.011327657846378257
libero_goal_t9_vs_t6,0,LOC,128,0.07691946212566556,0.07691946212566556,0.043358237285080065
libero_goal_t9_vs_t6,0,RAND,128,0.033841708357751424,0.09188872075570716,0.07885590549799881
libero_goal_t9_vs_t6,0,LOC,256,0.07709431100412016,0.07709431100412016,0.08185923987198931
libero_goal_t9_vs_t6,0,RAND,256,0.17710592841213849,0.17710592841213849,0.18020413913340322
libero_goal_t9_vs_t6,0,LOC,512,0.7022071860623627,0.765308809445536,0.7732458939775065
libero_goal_t9_vs_t6,0,RAND,512,0.7022071860623627,0.765308809445536,0.7732458939775065
libero_goal_t9_vs_t6,1,LOC,4,0.0017935021901335816,0.002027489943184289,0.0016333555509041912
libero_goal_t9_vs_t6,1,RAND,4,0.00011052539058990743,0.00011052539058990743,0.00011898447711440095
libero_goal_t9_vs_t6,1,LOC,8,0.001848392171450857,0.001848392171450857,0.004266180166097809
libero_goal_t9_vs_t6,1,RAND,8,-0.005439600972045958,0.0010982599884440758,0.0011299765445429199
libero_goal_t9_vs_t6,1,LOC,16,0.034729602436556914,0.005701262713826727,0.005613640435539619
libero_goal_t9_vs_t6,1,RAND,16,0.027087456834163245,0.001661656086611681,0.0007504291551753025
libero_goal_t9_vs_t6,1,LOC,32,0.06674734286451375,0.007208006164189944,0.010097458406011315
libero_goal_t9_vs_t6,1,RAND,32,0.018144733831171635,0.018144733831171635,0.008974087541989327
libero_goal_t9_vs_t6,1,LOC,64,0.10861829905666302,0.04892436146211947,0.018408005189508227
libero_goal_t9_vs_t6,1,RAND,64,0.04282578970429937,0.034817027991620654,0.011327657846378257
libero_goal_t9_vs_t6,1,LOC,128,0.24032746302049987,0.07691946212566556,0.043358237285080065
libero_goal_t9_vs_t6,1,RAND,128,0.24847414975833754,0.09188872075570716,0.07885590549799881
libero_goal_t9_vs_t6,1,LOC,256,0.2649152063926745,0.07709431100412016,0.08185923987198931
libero_goal_t9_vs_t6,1,RAND,256,0.34247125592173766,0.17710592841213849,0.18020413913340322
libero_goal_t9_vs_t6,1,LOC,512,0.765308809445536,0.765308809445536,0.7732458939775065
libero_goal_t9_vs_t6,1,RAND,512,0.765308809445536,0.765308809445536,0.7732458939775065
libero_goal_t9_vs_t6,2,LOC,4,0.002027489943184289,0.002027489943184289,0.0016333555509041912
libero_goal_t9_vs_t6,2,RAND,4,-0.0012283918522676231,0.00011052539058990743,0.00011898447711440095
libero_goal_t9_vs_t6,2,LOC,8,0.001824036935761821,0.001848392171450857,0.004266180166097809
libero_goal_t9_vs_t6,2,RAND,8,0.0010982599884440758,0.0010982599884440758,0.0011299765445429199
libero_goal_t9_vs_t6,2,LOC,16,-0.003970616322996555,0.005701262713826727,0.005613640435539619
libero_goal_t9_vs_t6,2,RAND,16,0.001661656086611681,0.001661656086611681,0.0007504291551753025
libero_goal_t9_vs_t6,2,LOC,32,-0.037023276228071084,0.007208006164189944,0.010097458406011315
libero_goal_t9_vs_t6,2,RAND,32,0.11967328025103588,0.018144733831171635,0.008974087541989327
libero_goal_t9_vs_t6,2,LOC,64,-0.02638906339536505,0.04892436146211947,0.018408005189508227
libero_goal_t9_vs_t6,2,RAND,64,-0.04141478951832729,0.034817027991620654,0.011327657846378257
libero_goal_t9_vs_t6,2,LOC,128,0.02487136334976348,0.07691946212566556,0.043358237285080065
libero_goal_t9_vs_t6,2,RAND,128,0.09188872075570716,0.09188872075570716,0.07885590549799881
libero_goal_t9_vs_t6,2,LOC,256,0.03375551563847711,0.07709431100412016,0.08185923987198931
libero_goal_t9_vs_t6,2,RAND,256,0.07201382648784772,0.17710592841213849,0.18020413913340322
libero_goal_t9_vs_t6,2,LOC,512,0.9055079838274426,0.765308809445536,0.7732458939775065
libero_goal_t9_vs_t6,2,RAND,512,0.9055079838274426,0.765308809445536,0.7732458939775065
